id,title,description,company,location,category,created_date,deadline,salary,requirements,responsibilities,contact_email,required_skills,education_level
7821,"Accountant, chartered public finance","Head hard whole short marriage prepare occur top. Picture history major science.
Research feeling kitchen certain several floor easy. Crime enter current mind forward early.",Duncan PLC,"Conakry, City",Hotel Manager,2025-06-16,2025-12-01,834933.38,Physics Library Science Theater,"['Easy capital feel eye environment role big. Mean view responsibility happen under never.', 'Alone until become road organization chair. Race ten fly research over.', 'Population day tell.nHigh food make catch marriage cut. Finish loss character cost dog indeed.', 'Middle ability believe mouth yeah inside oil. Describe a spend staff.', 'Member get investment medical score. Tax role manager under my both.', 'Sports Management Artificial Intelligence Computer Science Civil Engineering Computer Science Signal Processing Control Systems.', 'Entrepreneurship Psychology Condensed Matter Physics Forensic Science History Systems Engineering.', 'Java SQL AWS Lambda AWS S3.']",evansricky@example.org,Network Administration React SAP Kotlin IntelliJ IDEA Spyder,Competence Diploma
7822,IT technical support officer,"Road medical possible question service these federal. Network heart evening per husband.
Mrs media black bit sister off task. Ability model approach growth case.",Rodriguez-Mcfarland,"Kigali, City",Network Engineer,2025-06-17,2025-08-22,249841.51,Kinesiology Mathematics Theoretical Physics,"['Treatment scene rest far skill. Health age doctor thought million.', 'Traditional nice fund project develop in store base. Later party focus factor.', 'Into garden agree professional exactly. Bar movie soon ability place.', 'Hour among scientist everyone current sign tree. Material information detail necessary.', 'Strategic Management International Relations Brand Management Materials Science Neuroscience Theater History Toxicology.', 'Climatology Human Resources Psychology.', 'Robotics Linux R Vue.js Spyder.']",james81@example.org,PowerBI OpenStack jQuery Microsoft Azure Hibernate NetBeans,DMin
7823,"Teacher, music","Mean according tree onto. Father debate modern miss food home their. Or deal almost might trade side.
Performance large network whole specific. Stage his computer space.",Simpson-Gonzalez,"Bujumbura, City",AI Specialist,2025-08-25,2025-08-12,928444.04,Computer Science Sociology Telecommunications Pattern Recognition,"['Market social still discuss white risk. Now responsibility dinner.', 'Security guess allow life window. Particular candidate realize government give forget.', 'Avoid two image street return discover another. Up include I peace.', 'Until interesting million future reality get.', 'Film Studies Museum Studies Cultural Studies Project Management Optics.', 'Real Estate Pattern Recognition Embedded Systems Real Estate Software Engineering.', 'Physics Education Anthropology Public Relations.', 'Apache Spark Azure DevOps ggplot2 Ethical Hacking JIRA Vue.js Xcode.', 'Presto Apache Hadoop Grafana Salesforce Nagios.']",frank21@example.com,Google Cloud Android Studio Apache Hadoop Asana Oracle Database,Integrated Master's
7824,Holiday representative,"Technology attorney water item responsibility remember admit. Side baby almost contain travel. Son exist yet follow parent available.
Its product nice find.",Armstrong Inc,"Morogoro, City",Laboratory Technician,2025-10-28,2025-09-16,893506.19,Religious Studies Library Science Communications,"['Positive strategy including hospital high or. Rise exist even hear. Edge set during side make.', 'Strong minute mission. Report represent cold office find.', 'Away four half join save cold. Some hit boy what prepare. Class politics sea huge economy hit east.', 'Continue those free begin. Quite page these generation.', 'Down window throw himself single beat fill.', 'Mechanical Engineering Meteorology International Business Materials Science Sales Management Supply Chain Management.', 'Mongodb Eclipse Azure Functions Asana PostgreSQL ggplot2 NetBeans.', 'Splunk R PowerShell Cassandra.']",ryanguzman@example.org,Adobe XD GraphQL Network Administration,Vocational Training
7825,Health promotion specialist,"Leave spend manage interview. My bed window treat. Each such help end it design.
Manage town or fast. Level ask student sort.",Cole and Sons,"Songea, City",Graphic Designer,2025-11-19,2025-07-06,121288.81,Philosophy Criminology Zoology Nanotechnology Database Management Advertising,"['Necessary reality standard general any friend and.', 'Race energy loss compare manage. Different before though pass several thing call.', 'Quality live mind pull growth population. Way mean order walk measure will.', 'Manufacturing Engineering Theoretical Physics Meteorology Control Systems.', 'Literature Environmental Engineering Applied Mathematics Medicine.', 'Linguistics Sales Management Project Management Logistics.', 'Perl Slack AWS EC2.']",jessica87@example.org,Plotly Scala Apache Spark SAP,TEFL Certificate
7826,Barrister,Question Mr begin area head financial. Federal measure game.,Baker-Burns,"Dodoma, City",Teacher,2025-06-07,2025-09-09,529381.17,Visual Arts Astrophysics Oceanography Virology,"['Stuff medical address can onto oil take agreement. Seat simple two worker.', 'Voice watch name poor. Federal method nothing meeting third.', 'I believe thing story other. Fill financial nothing financial much page.', 'Book law court race talk. Economic cover stuff responsibility recently grow firm.', 'Artist at early response. North from student relate western want ball.', 'Sales Management Sociology Materials Science Materials Science Civil Engineering History Linguistics Telecommunications.', 'Dance Digital Marketing Software Engineering.', 'Kubernetes PowerBI Ruby Tableau Prep QlikView MATLAB.']",atkinsonabigail@example.com,Python Firebase Appium NetBeans Jupyter Notebook Xcode,Master's Degree
7827,Retail manager,"Rock character task hundred. Require ago receive officer environment character operation let.
Practice change national not hear anyone when.","Mccarthy, Scott and Shea","Tabora, City",Property Manager,2025-07-14,2025-09-21,968012.82,Network Security Film Studies Gender Studies Advertising Music,"['Debate notice while population the natural. Beat cover we.', 'Responsibility official black drop standard. Pick there lose far force.', 'Time inside live. Successful culture hit travel on. You indicate ready.', 'We say concern. Thank enough conference expect. Case year half it no.', 'Real Estate Logistics Library Science.', 'Strategic Management Programming Nanotechnology Kinesiology.', 'Real Estate Linguistics Quantum Computing Immunology Gender Studies Anthropology.', 'Vue.Js Eclipse Terraform.', 'Apache Hadoop Hibernate Redis JIRA ASP.NET.']",charles61@example.net,SAP Apache Hive Terraform Python,Higher Diploma
7828,Animal technologist,Meeting must do clear hear. Allow red bit attention tree city. Media exist game move teach plan.,Velez-Koch,"Tripoli, City",Chef,2025-09-07,2025-06-11,384170.19,Operations Management Advertising Statistical Modeling Information Technology,"['Within live evidence board risk. Them soldier left himself teacher coach.', 'Person member piece religious Mrs claim easy oil.', 'Everybody should half five. Could assume field send thing.', 'Writer stock whose sea open. Blue per serious black live.', 'Forensic Science Astrophysics Virology International Business Optics International Relations Theater Web Development.', 'Jquery Django Ethical Hacking Express.js Grafana.', 'Sketch ASP.NET Confluence Bootstrap AWS Lambda.']",gregorygoodwin@example.org,Microsoft Teams Tableau SQLite Nagios,Short Course Certificate
7829,Insurance account manager,Shoulder through from their officer make trouble. Policy couple behavior also dog.,Meadows-Ortega,"Iringa, City",Interior Designer,2025-12-26,2025-09-15,884764.61,Communications Real Estate Project Management Biomedical Engineering Medicine,"['Laugh while cell. Community clearly manager American include.', 'Who newspaper capital know. Others would reveal my anything start others. Star teacher but also.', 'Together military yeah health. Decision manager let. Parent character serve else modern.', 'Memory hear drive better along. Including purpose whether action begin reflect fine.', 'Bit standard city own individual official decide.', 'Artificial Intelligence History Quantum Computing Tourism.', 'Asana Jupyter Notebook C++ Tableau Prep PostgreSQL Objective-C ggplot2.', 'Oracle Database Logstash JIRA.']",gatesrobert@example.net,Kubernetes Bootstrap Android Studio Azure DevOps Google Cloud Functions,Skill Badge
7830,"Research officer, political party",Before form nothing health trade case. Minute career must pressure magazine certainly north. Certainly skin his employee rate.,Mcfarland and Sons,"Livingstone, City",Archivist,2025-07-20,2025-12-25,236258.67,Tourism Education Virology Bioinformatics,"['Check read Republican hand method believe. Method sure evidence amount.', 'While writer simply certainly blue recently. Interview however face among nature past.', 'View player check course argue. Especially bill out leg degree.', 'Trade dog five current project. Seat research citizen produce always own. At add bring look rule.', 'Control Systems Statistical Modeling Geophysics Geochemistry Astrophysics Immunology Accounting Artificial Intelligence.', 'Anthropology Media Studies Biomedical Engineering Mechanical Engineering Pharmacology Management Film Studies Business Analytics.', 'Programming Robotics Meteorology.', 'Intellij Idea Apache Kafka Kubernetes Ansible ggplot2 InVision Puppet R.']",hodgescory@example.org,Appium Excel ServiceNow,Specialized Diploma
7831,Plant breeder/geneticist,"Mouth religious make game phone and.
Art one simple newspaper fire rich.",Moon-Mccarty,"Kumasi, City",Mechanical Engineer,2025-12-01,2025-06-16,145783.15,Entrepreneurship Linguistics Consumer Behavior Data Analysis,"['Few parent American six research. Cultural various down represent.', 'Tonight practice note nature rise professional throughout toward. Already current police.', 'Represent at sign air deal pattern sense oil.', 'Form song like moment president production. Task maintain effect value. Manage worry number red.', 'Microbiology Geophysics Environmental Science Human Resources Systems Engineering Civil Engineering Algorithms.', 'Religious Studies Management Control Systems Management Engineering Management Film Studies Supply Chain Management.', 'Database Management Computer Engineering Entrepreneurship Machine Learning Geophysics Neuroscience.', 'Vue.Js MongoDB Confluence Apache Pig.', 'Openstack QlikView PowerBI HTML/CSS.']",nanderson@example.org,Google Cloud Functions Kubernetes Elasticsearch Plotly ggplot2,Doctor of Veterinary Medicine
